grid,year,round,alt,constructorRef_ferrari,constructorRef_mclaren,constructorRef_williams,constructorRef_red_bull
5,1974,9,484,0.0,1.0,0.0,0.0
12,1996,8,13,0.0,0.0,0.0,0.0
21,1990,2,785,0.0,0.0,0.0,0.0
0,1978,13,6,0.0,0.0,0.0,0.0
10,2001,1,10,0.0,0.0,0.0,0.0
9,1971,11,485,0.0,0.0,0.0,0.0
19,2000,9,228,0.0,0.0,0.0,0.0
24,1973,13,162,0.0,0.0,0.0,0.0
7,2008,8,228,0.0,0.0,0.0,1.0
13,2011,18,3,0.0,0.0,0.0,0.0
20,1973,12,678,0.0,0.0,0.0,0.0
11,2012,14,18,0.0,0.0,0.0,0.0
7,2015,15,2,0.0,0.0,0.0,0.0
6,1960,5,401,0.0,0.0,0.0,0.0
1,2009,8,153,0.0,0.0,0.0,1.0
21,1979,10,103,0.0,0.0,0.0,0.0
15,1981,14,13,0.0,0.0,0.0,0.0
16,1995,8,153,0.0,0.0,0.0,0.0
15,2015,2,18,0.0,0.0,0.0,0.0
14,2010,1,7,0.0,0.0,0.0,0.0
18,2011,13,162,0.0,0.0,0.0,0.0
21,1992,11,264,0.0,0.0,0.0,0.0
14,1982,4,37,0.0,0.0,0.0,0.0
7,1956,8,162,1.0,0.0,0.0,0.0
10,1973,6,7,0.0,0.0,0.0,0.0
10,2009,3,5,0.0,0.0,0.0,0.0
19,1986,9,145,0.0,0.0,0.0,0.0
18,1987,1,1126,0.0,0.0,0.0,0.0
20,1978,13,6,0.0,0.0,0.0,0.0
15,1986,10,103,0.0,0.0,0.0,0.0
22,1981,2,1126,0.0,0.0,0.0,0.0
16,1977,4,12,0.0,0.0,0.0,0.0
9,1996,15,130,0.0,0.0,0.0,0.0
16,1996,3,8,0.0,0.0,0.0,0.0
2,1985,8,153,0.0,0.0,0.0,0.0
7,1983,15,1460,0.0,0.0,0.0,0.0
3,1966,3,88,1.0,0.0,0.0,0.0
11,2009,9,578,0.0,0.0,0.0,0.0
0,1978,11,103,0.0,0.0,0.0,0.0
12,1971,2,79,0.0,0.0,0.0,0.0
6,2014,2,18,1.0,0.0,0.0,0.0
10,1955,1,8,0.0,0.0,0.0,0.0
0,1970,5,6,0.0,0.0,0.0,0.0
20,1978,4,12,0.0,0.0,0.0,0.0
13,1987,7,153,0.0,0.0,0.0,0.0
15,1960,6,88,0.0,0.0,0.0,0.0
11,2000,2,785,0.0,0.0,1.0,0.0
22,2013,10,264,0.0,0.0,0.0,0.0
6,2004,18,785,0.0,0.0,0.0,0.0
0,1996,13,401,0.0,0.0,0.0,0.0
20,1976,11,678,0.0,0.0,0.0,0.0
6,2015,6,7,1.0,0.0,0.0,0.0
2,1995,6,13,0.0,0.0,1.0,0.0
8,2015,19,3,0.0,0.0,1.0,0.0
12,1954,3,401,0.0,0.0,0.0,0.0
1,1964,9,485,0.0,0.0,0.0,0.0
10,2008,16,583,0.0,0.0,0.0,0.0
15,1981,5,36,0.0,0.0,0.0,0.0
16,1968,4,401,0.0,0.0,0.0,0.0
2,1983,8,13,0.0,0.0,0.0,0.0
17,1984,10,145,0.0,0.0,0.0,0.0
21,1972,2,1460,0.0,0.0,0.0,0.0
13,1981,7,609,1.0,0.0,0.0,0.0
2,1993,4,37,0.0,0.0,1.0,0.0
2,2006,13,264,1.0,0.0,0.0,0.0
4,1982,12,103,0.0,0.0,0.0,0.0
0,1990,7,432,0.0,0.0,0.0,0.0
3,2003,7,7,0.0,0.0,1.0,0.0
16,2013,13,18,0.0,0.0,1.0,0.0
7,1989,7,432,0.0,0.0,0.0,0.0
19,1968,10,214,0.0,0.0,0.0,0.0
21,2011,9,153,0.0,0.0,0.0,0.0
13,1988,10,264,0.0,0.0,0.0,0.0
12,1966,4,145,0.0,0.0,0.0,0.0
0,1982,7,177,0.0,0.0,0.0,0.0
13,1999,2,785,0.0,0.0,0.0,0.0
6,2005,8,13,0.0,0.0,0.0,0.0
8,1971,8,678,0.0,0.0,0.0,0.0
15,2011,3,5,0.0,0.0,1.0,0.0
0,1961,1,7,0.0,0.0,0.0,0.0
0,1990,9,103,0.0,0.0,0.0,0.0
16,1988,5,13,0.0,0.0,0.0,0.0
26,1977,13,6,0.0,0.0,0.0,0.0
1,1992,10,103,0.0,0.0,1.0,0.0
23,1972,3,609,0.0,0.0,0.0,0.0
3,1955,7,162,0.0,0.0,0.0,0.0
1,1969,11,2227,0.0,0.0,0.0,0.0
8,1962,2,7,0.0,0.0,0.0,0.0
13,2014,13,162,0.0,0.0,0.0,0.0
20,2004,2,18,0.0,0.0,0.0,0.0
10,1991,1,345,0.0,0.0,0.0,0.0
6,1984,8,177,0.0,0.0,0.0,0.0
20,1984,6,7,0.0,0.0,0.0,0.0
21,1981,5,36,0.0,0.0,0.0,0.0
10,2010,4,5,0.0,0.0,0.0,0.0
15,1989,13,130,0.0,0.0,0.0,0.0
7,2005,16,401,0.0,0.0,0.0,0.0
10,1950,4,551,0.0,0.0,0.0,0.0
2,1984,10,145,0.0,1.0,0.0,0.0
10,1987,12,130,0.0,0.0,0.0,0.0
8,1992,11,264,0.0,0.0,0.0,0.0
0,1962,9,15,0.0,0.0,0.0,0.0
22,2014,15,45,0.0,0.0,0.0,0.0
17,1962,6,578,0.0,0.0,0.0,0.0
12,1990,4,7,0.0,0.0,0.0,0.0
12,1970,8,103,0.0,0.0,0.0,0.0
8,2008,13,401,0.0,0.0,0.0,0.0
7,1981,15,639,0.0,0.0,0.0,0.0
25,1983,12,6,0.0,0.0,0.0,0.0
1,1956,1,8,1.0,0.0,0.0,0.0
6,2007,11,264,0.0,1.0,0.0,0.0
15,2012,2,18,0.0,0.0,0.0,0.0
8,1990,7,432,0.0,0.0,1.0,0.0
2,2000,8,13,0.0,1.0,0.0,0.0
7,1994,6,13,0.0,1.0,0.0,0.0
24,1979,4,12,0.0,0.0,0.0,0.0
26,1990,9,103,0.0,0.0,0.0,0.0
5,1960,3,223,0.0,0.0,0.0,0.0
23,1974,1,8,0.0,0.0,0.0,0.0
6,1958,10,162,1.0,0.0,0.0,0.0
14,2010,7,130,0.0,0.0,0.0,0.0
14,1972,8,578,0.0,0.0,0.0,0.0
4,1960,8,28,0.0,0.0,0.0,0.0
15,1988,5,13,0.0,0.0,0.0,0.0
3,1986,2,37,0.0,0.0,1.0,0.0
27,1953,6,153,0.0,0.0,0.0,0.0
10,1984,12,678,0.0,0.0,0.0,0.0
15,1963,9,2227,0.0,0.0,0.0,0.0
4,1964,5,145,0.0,0.0,0.0,0.0
9,1990,8,153,0.0,0.0,0.0,0.0
20,1994,7,228,0.0,0.0,0.0,0.0
9,1952,7,6,0.0,0.0,0.0,0.0
13,1996,14,162,0.0,0.0,0.0,0.0
12,2002,15,162,0.0,0.0,0.0,0.0
9,2002,9,578,0.0,0.0,0.0,0.0
16,1979,9,153,0.0,0.0,0.0,0.0
12,2012,13,162,0.0,0.0,0.0,0.0
10,2001,6,678,0.0,0.0,0.0,0.0
12,1976,16,583,0.0,1.0,0.0,0.0
10,1976,10,578,0.0,0.0,0.0,0.0
5,1993,4,37,0.0,0.0,0.0,0.0
9,1970,11,214,0.0,0.0,0.0,0.0
19,2006,1,7,0.0,0.0,0.0,0.0
26,1956,3,223,0.0,0.0,0.0,0.0
14,2014,12,401,0.0,0.0,0.0,0.0
3,2006,15,162,0.0,0.0,0.0,0.0
10,1984,10,145,0.0,0.0,0.0,0.0
7,1951,8,85,1.0,0.0,0.0,0.0
22,1978,7,609,0.0,0.0,0.0,0.0
16,1965,8,162,0.0,0.0,0.0,0.0
9,1972,11,332,0.0,0.0,0.0,0.0
26,1975,12,678,0.0,0.0,0.0,0.0
5,2009,8,153,0.0,0.0,1.0,0.0
2,1958,2,7,0.0,0.0,0.0,0.0
19,1972,10,162,0.0,0.0,0.0,0.0
18,1972,2,1460,0.0,0.0,0.0,0.0
11,2004,14,401,0.0,0.0,1.0,0.0
17,1999,2,785,0.0,0.0,0.0,0.0
1,1991,3,37,0.0,1.0,0.0,0.0
6,1992,14,130,0.0,0.0,0.0,0.0
9,1991,6,2227,0.0,0.0,0.0,0.0
19,1978,6,36,0.0,0.0,0.0,0.0
0,1990,1,345,0.0,0.0,0.0,0.0
25,1971,11,485,0.0,0.0,0.0,0.0
15,1981,2,1126,0.0,1.0,0.0,0.0
11,1956,2,7,0.0,0.0,0.0,0.0
18,1960,4,6,0.0,0.0,0.0,0.0
4,1998,16,45,1.0,0.0,0.0,0.0
3,1992,1,1460,0.0,1.0,0.0,0.0
6,1954,7,551,1.0,0.0,0.0,0.0
10,2000,13,401,1.0,0.0,0.0,0.0
11,1979,14,13,0.0,0.0,0.0,0.0
1,1986,10,103,0.0,1.0,0.0,0.0
19,2003,5,109,0.0,0.0,0.0,0.0
23,1981,13,162,0.0,0.0,0.0,0.0
8,1966,9,2227,0.0,0.0,0.0,0.0
0,1968,11,485,0.0,0.0,0.0,0.0
14,1982,15,162,0.0,0.0,0.0,0.0
4,1952,2,223,0.0,0.0,0.0,0.0
0,1962,7,162,0.0,0.0,0.0,0.0
5,1960,5,401,0.0,0.0,0.0,0.0
22,2008,2,18,0.0,0.0,1.0,0.0
13,2007,12,130,0.0,0.0,0.0,1.0
13,2008,12,4,0.0,0.0,0.0,0.0
22,1982,12,103,0.0,0.0,0.0,0.0
14,2003,2,18,0.0,0.0,0.0,0.0
26,1985,12,162,0.0,0.0,0.0,0.0
19,2006,15,162,0.0,0.0,1.0,0.0
7,1977,17,583,1.0,0.0,0.0,0.0
0,1992,5,37,0.0,0.0,0.0,0.0
4,2015,6,7,0.0,0.0,0.0,1.0
16,2011,11,264,0.0,0.0,0.0,0.0
9,1993,11,264,0.0,0.0,0.0,0.0
9,1992,7,13,1.0,0.0,0.0,0.0
11,2012,18,3,0.0,0.0,0.0,0.0
14,1999,7,228,0.0,1.0,0.0,0.0
26,1988,8,153,0.0,0.0,0.0,0.0
7,1981,10,103,0.0,0.0,0.0,0.0
16,1957,7,129,0.0,0.0,0.0,0.0
30,1953,7,578,0.0,0.0,0.0,0.0
2,1957,1,8,0.0,0.0,0.0,0.0
4,1980,2,785,0.0,0.0,1.0,0.0
23,1991,11,401,0.0,0.0,0.0,0.0
20,1986,16,58,0.0,0.0,0.0,0.0
19,1977,14,162,0.0,1.0,0.0,0.0
23,1976,10,578,0.0,0.0,0.0,0.0
12,1966,7,162,0.0,0.0,0.0,0.0
19,1976,10,578,0.0,0.0,0.0,0.0
2,2013,18,161,0.0,0.0,0.0,1.0
2,2015,8,678,0.0,0.0,0.0,0.0
0,1981,4,37,0.0,0.0,0.0,0.0
12,2002,17,45,0.0,0.0,0.0,0.0
13,1999,4,7,0.0,0.0,0.0,0.0
3,1994,9,103,0.0,0.0,1.0,0.0
2,2015,18,785,0.0,0.0,0.0,0.0
0,1989,2,37,0.0,0.0,0.0,0.0
5,1974,13,162,1.0,0.0,0.0,0.0
9,1976,3,12,0.0,0.0,0.0,0.0
22,1995,10,264,0.0,0.0,0.0,0.0
3,1957,7,129,1.0,0.0,0.0,0.0
1,1957,7,129,0.0,0.0,0.0,0.0
19,2001,1,10,0.0,0.0,0.0,0.0
5,1953,8,551,0.0,0.0,0.0,0.0
19,2006,10,223,0.0,0.0,0.0,0.0
26,1986,14,130,0.0,0.0,0.0,0.0
12,1982,4,37,0.0,0.0,0.0,0.0
17,1983,2,12,0.0,0.0,0.0,0.0
18,1998,12,264,0.0,0.0,0.0,0.0
12,1985,16,58,0.0,0.0,0.0,0.0
0,1990,6,2227,0.0,0.0,0.0,0.0
0,1981,3,8,0.0,0.0,0.0,0.0
17,2003,14,162,0.0,0.0,0.0,0.0
5,1977,12,678,1.0,0.0,0.0,0.0
22,1985,6,177,0.0,0.0,0.0,0.0
22,1988,5,13,0.0,0.0,0.0,0.0
20,1968,1,1460,0.0,0.0,0.0,0.0
10,2001,5,109,0.0,0.0,0.0,0.0
10,1959,8,162,0.0,0.0,0.0,0.0
4,1975,5,7,0.0,0.0,0.0,0.0
8,1987,3,401,0.0,0.0,0.0,0.0
19,1983,9,153,0.0,0.0,0.0,0.0
17,2014,19,3,0.0,0.0,0.0,0.0
23,1979,9,153,0.0,0.0,0.0,0.0
22,2000,8,13,0.0,0.0,0.0,0.0
20,1956,5,88,0.0,0.0,0.0,0.0
13,2008,15,18,0.0,0.0,0.0,1.0
21,1979,14,13,0.0,0.0,0.0,0.0
20,2004,4,37,0.0,1.0,0.0,0.0
13,1973,11,578,0.0,0.0,0.0,0.0
5,1985,2,130,1.0,0.0,0.0,0.0
2,1960,5,401,0.0,0.0,0.0,0.0
11,1970,11,214,0.0,0.0,0.0,0.0
0,1992,7,13,0.0,0.0,0.0,0.0
18,1985,10,678,0.0,0.0,0.0,0.0
0,1963,1,7,0.0,0.0,0.0,0.0
1,1986,8,432,0.0,0.0,0.0,0.0
1,1961,4,88,1.0,0.0,0.0,0.0
9,2004,17,45,0.0,0.0,0.0,0.0
8,1979,5,609,0.0,0.0,0.0,0.0
19,1987,14,2227,0.0,0.0,0.0,0.0
25,1972,4,7,0.0,0.0,0.0,0.0
13,2007,7,223,0.0,0.0,0.0,0.0
2,1975,9,432,0.0,0.0,0.0,0.0
8,1953,9,162,0.0,0.0,0.0,0.0
0,1974,13,162,0.0,0.0,0.0,0.0
10,1956,7,578,1.0,0.0,0.0,0.0
5,2004,12,103,0.0,0.0,0.0,0.0
14,1997,11,264,0.0,0.0,0.0,0.0
6,1951,4,88,1.0,0.0,0.0,0.0
14,1995,1,785,0.0,0.0,0.0,0.0
24,1989,10,264,0.0,0.0,0.0,0.0
14,2008,2,18,0.0,0.0,0.0,0.0
0,1989,10,264,0.0,0.0,0.0,0.0
10,1994,16,58,0.0,0.0,0.0,0.0
7,2005,10,228,0.0,0.0,0.0,0.0
8,1966,4,145,0.0,0.0,0.0,0.0
13,1959,4,88,0.0,0.0,0.0,0.0
17,2004,1,10,0.0,0.0,0.0,0.0
21,2001,4,37,0.0,0.0,0.0,0.0
1,1987,2,37,0.0,0.0,0.0,0.0
20,2012,1,10,0.0,0.0,0.0,0.0
15,1994,2,266,0.0,0.0,0.0,0.0
14,1987,12,130,0.0,0.0,0.0,0.0
1,1951,7,162,0.0,0.0,0.0,0.0
9,1988,6,177,0.0,0.0,0.0,0.0
16,1991,5,13,0.0,0.0,0.0,0.0
11,1976,4,609,0.0,0.0,0.0,0.0
3,1999,16,45,0.0,1.0,0.0,0.0
4,1988,10,264,0.0,0.0,0.0,0.0
3,1978,2,1126,0.0,0.0,0.0,0.0
14,1981,13,162,0.0,0.0,0.0,0.0
5,1984,12,678,0.0,0.0,0.0,0.0
5,1973,11,578,0.0,0.0,0.0,0.0
14,1988,6,177,0.0,0.0,0.0,0.0
9,1981,10,103,0.0,1.0,0.0,0.0
18,2001,5,109,0.0,0.0,0.0,0.0
24,1984,7,13,0.0,0.0,0.0,0.0
14,2007,3,7,0.0,0.0,0.0,0.0
22,1995,4,109,0.0,0.0,0.0,0.0
3,1954,6,578,1.0,0.0,0.0,0.0
6,1966,4,145,0.0,0.0,0.0,0.0
15,2012,5,109,0.0,0.0,0.0,0.0
16,1953,4,401,0.0,0.0,0.0,0.0
12,2006,1,7,0.0,0.0,1.0,0.0
11,2010,3,18,0.0,0.0,0.0,0.0
10,1992,2,2227,1.0,0.0,0.0,0.0
9,2007,15,583,0.0,0.0,0.0,0.0
1,2002,16,223,1.0,0.0,0.0,0.0
6,2000,8,13,0.0,0.0,0.0,0.0
1,1998,8,228,0.0,1.0,0.0,0.0
0,1961,4,88,0.0,0.0,0.0,0.0
3,2007,14,401,0.0,1.0,0.0,0.0
1,1975,12,678,1.0,0.0,0.0,0.0
11,2013,14,0,0.0,1.0,0.0,0.0
19,1982,10,145,0.0,0.0,0.0,0.0
18,2005,19,5,0.0,0.0,0.0,0.0
3,2000,17,18,0.0,1.0,0.0,0.0
4,1953,8,551,0.0,0.0,0.0,0.0
14,1967,6,153,0.0,0.0,0.0,0.0
21,1961,6,578,0.0,0.0,0.0,0.0
13,2002,3,785,0.0,0.0,0.0,0.0
22,1973,9,153,0.0,0.0,0.0,0.0
15,1966,1,7,0.0,0.0,0.0,0.0
0,1989,7,432,0.0,0.0,0.0,0.0
16,1992,9,153,0.0,0.0,0.0,0.0
21,1998,13,401,0.0,0.0,0.0,0.0
5,1998,5,109,0.0,0.0,0.0,0.0
23,1980,9,103,0.0,0.0,0.0,0.0
9,1967,6,153,0.0,0.0,0.0,0.0
21,1962,6,578,0.0,0.0,0.0,0.0
22,2007,9,153,0.0,0.0,0.0,0.0
2,1989,9,103,0.0,1.0,0.0,0.0
22,1971,5,432,0.0,0.0,0.0,0.0
10,1981,7,609,0.0,0.0,0.0,0.0
20,1954,4,88,0.0,0.0,0.0,0.0
1,1978,6,36,0.0,0.0,0.0,0.0
3,2009,9,578,0.0,0.0,0.0,0.0
13,2004,13,264,0.0,0.0,0.0,0.0
2,1998,7,13,0.0,1.0,0.0,0.0
11,1997,17,37,0.0,0.0,0.0,0.0
16,2006,9,13,0.0,0.0,1.0,0.0
7,2009,9,578,0.0,0.0,0.0,0.0
7,2004,18,785,0.0,0.0,1.0,0.0
14,1985,8,153,0.0,0.0,0.0,0.0
5,1984,6,7,0.0,0.0,0.0,0.0
7,1976,5,36,0.0,0.0,0.0,0.0
27,1958,4,223,0.0,0.0,0.0,0.0
0,1977,14,162,0.0,0.0,0.0,0.0
9,1957,4,81,0.0,0.0,0.0,0.0
9,1972,10,162,0.0,0.0,0.0,0.0
15,1955,3,223,0.0,0.0,0.0,0.0
2,1972,12,485,0.0,1.0,0.0,0.0
11,2013,7,13,0.0,0.0,0.0,0.0
21,1979,2,785,0.0,0.0,0.0,0.0
4,1975,4,79,0.0,0.0,0.0,0.0
10,1982,1,1460,0.0,0.0,0.0,0.0
1,1957,5,20,0.0,0.0,0.0,0.0
12,1994,4,7,0.0,0.0,0.0,0.0
4,1998,2,785,1.0,0.0,0.0,0.0
19,2015,10,264,0.0,0.0,0.0,0.0
17,1994,1,785,1.0,0.0,0.0,0.0
18,2011,19,785,0.0,0.0,1.0,0.0
20,1988,6,177,0.0,0.0,0.0,0.0
19,1999,2,785,0.0,0.0,0.0,0.0
25,1992,14,130,0.0,0.0,0.0,0.0
25,1985,16,58,0.0,0.0,0.0,0.0
25,1976,13,162,0.0,1.0,0.0,0.0
2,1990,15,45,1.0,0.0,0.0,0.0
1,1989,5,345,0.0,1.0,0.0,0.0
22,2010,4,5,0.0,0.0,0.0,0.0
17,1995,14,578,0.0,0.0,0.0,0.0
6,2008,1,10,0.0,0.0,0.0,0.0
14,1990,16,58,0.0,0.0,0.0,0.0
8,1991,12,162,0.0,0.0,0.0,0.0
9,2010,13,401,0.0,0.0,1.0,0.0
24,1976,4,609,0.0,0.0,0.0,0.0
16,2013,11,401,0.0,0.0,0.0,0.0
1,1987,3,401,0.0,0.0,1.0,0.0
4,2011,7,13,0.0,0.0,0.0,1.0
16,1972,9,678,0.0,0.0,0.0,0.0
23,1993,15,45,0.0,0.0,0.0,0.0
12,2004,18,785,0.0,1.0,0.0,0.0
20,2010,5,109,0.0,0.0,0.0,0.0
3,2011,17,194,1.0,0.0,0.0,0.0
8,1981,2,1126,0.0,0.0,0.0,0.0
22,1972,7,145,0.0,0.0,0.0,0.0
16,1977,5,609,0.0,0.0,0.0,0.0
19,2009,9,578,0.0,0.0,0.0,0.0
5,2015,18,785,0.0,0.0,0.0,0.0
17,2006,9,13,0.0,0.0,0.0,0.0
2,1998,2,785,0.0,1.0,0.0,0.0
13,1964,8,162,0.0,0.0,0.0,0.0
26,1989,5,345,0.0,0.0,0.0,0.0
10,2005,18,45,0.0,0.0,0.0,0.0
0,1977,14,162,0.0,0.0,0.0,0.0
10,2015,5,109,0.0,0.0,0.0,1.0
31,1954,2,223,0.0,0.0,0.0,0.0
10,1968,11,485,0.0,0.0,0.0,0.0
8,1996,14,162,0.0,0.0,0.0,0.0
21,1997,3,8,0.0,0.0,0.0,0.0
13,1954,1,8,0.0,0.0,0.0,0.0
26,1988,13,130,0.0,0.0,0.0,0.0
16,1978,3,1460,0.0,0.0,0.0,0.0
9,1958,10,162,0.0,0.0,0.0,0.0
9,1979,6,36,0.0,0.0,0.0,0.0
7,1978,1,8,1.0,0.0,0.0,0.0
14,2012,20,785,0.0,0.0,0.0,0.0
9,1984,15,578,0.0,0.0,0.0,0.0
0,1991,6,2227,0.0,0.0,0.0,0.0
8,2001,4,37,0.0,0.0,0.0,0.0
13,1979,7,7,0.0,0.0,0.0,0.0
15,1993,1,1460,1.0,0.0,0.0,0.0
16,1996,11,103,0.0,0.0,0.0,0.0
17,1982,14,484,0.0,0.0,0.0,0.0
9,1998,5,109,0.0,0.0,0.0,0.0
9,1988,5,13,0.0,0.0,1.0,0.0
5,2003,11,153,1.0,0.0,0.0,0.0
14,1980,2,785,0.0,0.0,0.0,0.0
8,1984,1,1126,0.0,0.0,0.0,0.0
17,1952,6,578,1.0,0.0,0.0,0.0
7,2003,1,10,0.0,0.0,0.0,0.0
11,1981,9,153,0.0,0.0,0.0,0.0
6,1985,3,37,0.0,1.0,0.0,0.0
24,1995,7,228,0.0,0.0,0.0,0.0
10,1956,1,8,1.0,0.0,0.0,0.0
11,1973,6,7,0.0,0.0,0.0,0.0
19,2013,16,194,0.0,0.0,0.0,0.0
25,1976,11,678,0.0,0.0,0.0,0.0
4,1950,5,401,1.0,0.0,0.0,0.0
14,1986,12,678,1.0,0.0,0.0,0.0
4,1969,8,162,0.0,0.0,0.0,0.0
32,1951,2,223,0.0,0.0,0.0,0.0
23,1954,6,578,0.0,0.0,0.0,0.0
14,1984,15,578,0.0,0.0,1.0,0.0
14,1977,16,332,0.0,0.0,0.0,0.0
22,1990,10,264,0.0,0.0,0.0,0.0
6,1989,13,130,0.0,0.0,1.0,0.0
13,1961,8,485,0.0,0.0,0.0,0.0
8,1959,7,158,0.0,0.0,0.0,0.0
23,1992,4,109,0.0,0.0,0.0,0.0
4,1997,7,13,0.0,0.0,1.0,0.0
3,2007,2,18,1.0,0.0,0.0,0.0
13,2005,8,13,0.0,0.0,1.0,0.0
8,1999,12,401,0.0,0.0,1.0,0.0
11,1971,6,153,0.0,0.0,0.0,0.0
2,1974,8,6,1.0,0.0,0.0,0.0
15,1992,4,109,0.0,0.0,0.0,0.0
17,2003,7,7,0.0,0.0,0.0,0.0
23,1953,7,578,0.0,0.0,0.0,0.0
12,1968,6,81,0.0,0.0,0.0,0.0
11,1954,7,551,1.0,0.0,0.0,0.0
6,1952,8,162,1.0,0.0,0.0,0.0
18,2012,14,18,0.0,0.0,0.0,0.0
14,1999,16,45,0.0,0.0,0.0,0.0
5,1958,11,19,1.0,0.0,0.0,0.0
15,1998,5,109,0.0,0.0,0.0,0.0
19,1983,3,432,0.0,0.0,1.0,0.0
14,2001,15,162,0.0,0.0,0.0,0.0
21,1964,5,145,0.0,0.0,0.0,0.0
7,2012,20,785,1.0,0.0,0.0,0.0
21,1987,4,7,0.0,0.0,0.0,0.0
1,1975,4,79,1.0,0.0,0.0,0.0
12,2013,16,194,0.0,0.0,0.0,0.0
11,1964,8,162,0.0,0.0,0.0,0.0
15,1984,6,7,0.0,0.0,0.0,0.0
26,1985,9,578,0.0,0.0,0.0,0.0
3,2003,12,103,1.0,0.0,0.0,0.0
16,2002,14,401,0.0,0.0,0.0,0.0
10,1980,4,12,1.0,0.0,0.0,0.0
17,2008,4,109,0.0,0.0,0.0,1.0
13,1978,16,13,0.0,0.0,0.0,0.0
16,1967,4,401,0.0,0.0,0.0,0.0
14,1993,11,264,0.0,0.0,0.0,0.0
18,2013,11,401,0.0,0.0,0.0,0.0
18,1973,4,79,0.0,0.0,0.0,0.0
10,2003,16,45,0.0,0.0,0.0,0.0
8,2002,16,223,0.0,0.0,0.0,0.0
18,1993,5,109,0.0,0.0,0.0,0.0
9,1979,14,13,1.0,0.0,0.0,0.0
11,2004,15,162,0.0,0.0,0.0,0.0
13,1983,11,678,0.0,0.0,0.0,0.0
10,1980,10,678,0.0,0.0,0.0,0.0
14,1979,12,6,0.0,1.0,0.0,0.0
5,2003,4,37,0.0,0.0,0.0,0.0
12,1985,6,177,0.0,1.0,0.0,0.0
14,1960,6,88,0.0,0.0,0.0,0.0
3,1978,11,103,0.0,0.0,0.0,0.0
13,1978,10,145,1.0,0.0,0.0,0.0
2,2001,9,578,0.0,0.0,1.0,0.0
15,2006,15,162,0.0,0.0,0.0,0.0
12,1966,3,88,0.0,0.0,0.0,0.0
11,2009,5,109,0.0,0.0,1.0,0.0
7,1984,7,13,0.0,0.0,0.0,0.0
8,2002,15,162,0.0,0.0,0.0,0.0
8,2002,14,401,0.0,0.0,0.0,0.0
4,2005,3,7,0.0,0.0,1.0,0.0
26,1986,8,432,0.0,0.0,0.0,0.0
6,2001,16,223,0.0,0.0,0.0,0.0
19,1980,7,432,1.0,0.0,0.0,0.0
11,2003,10,228,0.0,0.0,0.0,0.0
1,2005,7,578,0.0,0.0,1.0,0.0
13,1965,3,401,0.0,0.0,0.0,0.0
19,1971,7,578,0.0,1.0,0.0,0.0
6,1997,16,45,0.0,0.0,1.0,0.0
19,1990,1,345,0.0,0.0,0.0,0.0
2,2003,2,18,0.0,0.0,0.0,0.0
14,2006,4,37,0.0,0.0,0.0,1.0
2,2013,7,13,0.0,0.0,0.0,0.0
3,1951,1,551,1.0,0.0,0.0,0.0
13,1979,14,13,0.0,0.0,0.0,0.0
23,1992,5,37,0.0,0.0,0.0,0.0
20,1992,4,109,0.0,0.0,0.0,0.0
8,1969,6,153,1.0,0.0,0.0,0.0
11,1950,3,223,0.0,0.0,0.0,0.0
8,1987,1,1126,0.0,0.0,0.0,0.0
16,1979,5,609,0.0,0.0,0.0,0.0
7,1977,8,153,0.0,0.0,0.0,0.0
8,1950,2,7,0.0,0.0,0.0,0.0
11,1986,14,130,0.0,0.0,0.0,0.0
8,2012,5,109,0.0,0.0,0.0,0.0
1,1988,10,264,0.0,1.0,0.0,0.0
14,2012,5,109,0.0,0.0,0.0,0.0
16,1979,13,162,0.0,0.0,0.0,0.0
1,1993,6,7,0.0,0.0,1.0,0.0
11,2007,9,153,0.0,0.0,0.0,1.0
23,1978,15,485,0.0,0.0,0.0,0.0
0,1990,10,264,0.0,0.0,0.0,0.0
12,1978,16,13,0.0,0.0,0.0,0.0
15,1950,4,551,0.0,0.0,0.0,0.0
18,2008,2,18,0.0,0.0,0.0,0.0
17,1990,13,130,0.0,0.0,0.0,0.0
16,1971,1,1460,0.0,0.0,0.0,0.0
9,1967,2,7,0.0,0.0,0.0,0.0
1,1959,8,162,0.0,0.0,0.0,0.0
4,2015,14,45,1.0,0.0,0.0,0.0
5,1970,12,485,0.0,0.0,0.0,0.0
12,1972,8,578,0.0,0.0,0.0,0.0
11,2011,9,153,0.0,0.0,0.0,0.0
19,2003,12,103,0.0,0.0,0.0,0.0
12,1962,7,162,0.0,0.0,0.0,0.0
19,2000,15,223,0.0,0.0,0.0,0.0
4,1989,3,7,0.0,0.0,0.0,0.0
15,1983,6,401,0.0,1.0,0.0,0.0
8,1976,13,162,0.0,0.0,0.0,0.0
16,1986,9,145,0.0,0.0,0.0,0.0
0,1975,3,1460,0.0,0.0,0.0,0.0
13,2006,12,103,0.0,0.0,0.0,0.0
0,2011,1,10,0.0,0.0,0.0,0.0
23,1983,3,432,0.0,0.0,0.0,0.0
11,2015,9,153,0.0,0.0,0.0,0.0
12,1992,4,109,0.0,0.0,0.0,0.0
0,1979,8,484,0.0,0.0,0.0,0.0
2,2014,13,162,0.0,0.0,0.0,0.0
13,1950,7,162,0.0,0.0,0.0,0.0
9,1954,2,223,0.0,0.0,0.0,0.0
22,2002,2,18,0.0,0.0,0.0,0.0
